participant,response,valid_categories,category,irt
578,dolphin,Fish,Fish,2
578,elephant,Non-Jungle Animals,Non-Jungle Animals,3
578,giraffe,Non-Jungle Animals,Non-Jungle Animals,4
578,shark,Fish,Fish,3
578,toad,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
578,frog,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,1
578,bear,North American,North American,8
578,wolf,"Arctic/Far North Animals,Canines,North American",North American,2
578,moose,North American,North American,11
578,elk,North American,North American,4
578,sheep,Farm Animals,Farm Animals,3
578,lamb,Farm Animals,Farm Animals,1
578,cow,Farm Animals,Farm Animals,5
578,pig,Farm Animals,Farm Animals,1
578,chicken,"Birds,Farm Animals",Farm Animals,2
578,bobcat,"Felines,North American",North American,9
578,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Reptiles/Amphibians,23
578,alligator,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,3
578,crocodile,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,2
578,starfish,Fish,Fish,14
578,lion,"Non-Jungle Animals,Felines",Felines,13
578,tiger,"Non-Jungle Animals,Felines",Felines,3
578,gopher,Rodent Like,Rodent Like,21
578,beaver,"North American,Rodent Like",North American,3
578,possum,"Australian Animals,North American",North American,2
578,raccoon,"North American,Rodent Like",North American,3
578,rat,"Pets,Rodent Like",Rodent Like,1
578,mouse,"Pets,Rodent Like",Rodent Like,2
578,hamster,"Pets,Rodent Like",Rodent Like,13
579,dog,"Canines,Pets",Pets,3
579,pig,Farm Animals,Farm Animals,1
579,cat,"Felines,Pets",Pets,1
579,deer,North American,North American,1
579,cow,Farm Animals,Farm Animals,2
579,monkey,"Jungle Animals,Primates",Primates,4
579,fish,"Fish,Pets",Pets,2
579,squirrel,"North American,Rodent Like",North American,5
579,skunk,"North American,Rodent Like",North American,3
579,rat,"Pets,Rodent Like",Pets,2
579,mouse,"Pets,Rodent Like",Pets,2
579,chicken,"Birds,Farm Animals",Farm Animals,8
579,bird,"Birds,Pets",Pets,2
579,shark,Fish,Fish,4
579,whale,Fish,Fish,3
579,bear,North American,North American,15
579,kangaroo,Australian Animals,Australian Animals,10
579,rabbit,"North American,Pets,Rodent Like",North American,4
579,possum,"Australian Animals,North American",Australian Animals,4
579,anteater,"Non-Jungle Animals,Rodent Like",Non-Jungle Animals,7
579,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,4
579,bunny,"North American,Pets",Pets,24
579,parrot,"Birds,Pets",Pets,6
579,chipmunk,"North American,Rodent Like",Rodent Like,36
579,bat,Rodent Like,Rodent Like,16
579,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,30
580,cat,"Felines,Pets",Pets,3
580,dog,"Canines,Pets",Pets,2
580,bird,"Birds,Pets",Pets,1
580,kangaroo,Australian Animals,Australian Animals,5
580,bunny,"North American,Pets",Pets,1
580,alligator,"Jungle Animals,Reptiles/Amphibians",Jungle Animals,3
580,crocodile,"Jungle Animals,Reptiles/Amphibians",Jungle Animals,4
580,monkey,"Jungle Animals,Primates",Jungle Animals,3
580,dolphin,Fish,Fish,2
580,shark,Fish,Fish,3
580,ostrich,"Non-Jungle Animals,Birds",Birds,3
580,bug,Insects,Insects,6
580,elephant,Non-Jungle Animals,Non-Jungle Animals,4
580,koala,Australian Animals,Australian Animals,2
580,bear,North American,North American,12
580,lion,"Non-Jungle Animals,Felines",Felines,2
580,tiger,"Non-Jungle Animals,Felines",Felines,2
580,deer,North American,North American,5
580,elk,North American,North American,2
580,buffalo,"Non-Jungle Animals,North American",North American,2
580,horse,"Beasts of Burden,Farm Animals",Farm Animals,2
580,pig,Farm Animals,Farm Animals,2
580,cow,Farm Animals,Farm Animals,1
580,duck,"Birds,Farm Animals",Farm Animals,6
580,flamingo,"Non-Jungle Animals,Birds",Birds,5
580,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,6
580,worm,Insects,Insects,2
580,parrot,"Birds,Pets",Pets,3
580,hamster,"Pets,Rodent Like",Pets,3
580,gerbil,"Pets,Rodent Like",Pets,3
580,guineapig,"Pets,Rodent Like",Pets,6
580,whale,Fish,Fish,11
580,fish,"Fish,Pets",Pets,2
580,rhinoceros,Non-Jungle Animals,Non-Jungle Animals,28
580,dinosaur,Reptiles/Amphibians,Reptiles/Amphibians,5
580,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,10
580,lizard,"Pets,Reptiles/Amphibians",Pets,16
581,cat,"Felines,Pets",Pets,4
581,dog,"Canines,Pets",Pets,1
581,opossum,Australian Animals,Australian Animals,3
581,deer,North American,North American,2
581,fish,"Fish,Pets",Pets,4
581,raccoon,"North American,Rodent Like",North American,3
581,horse,"Beasts of Burden,Farm Animals",Farm Animals,4
581,skunk,"North American,Rodent Like",North American,4
581,shark,Fish,Fish,2
581,whale,Fish,Fish,4
581,dolphin,Fish,Fish,6
581,buffalo,"Non-Jungle Animals,North American",North American,5
581,chicken,"Birds,Farm Animals",Farm Animals,2
581,cow,Farm Animals,Farm Animals,2
581,turkey,"Birds,Farm Animals,North American",Farm Animals,1
581,pig,Farm Animals,Farm Animals,2
581,goat,"Farm Animals,North American",Farm Animals,3
581,elephant,Non-Jungle Animals,Non-Jungle Animals,6
581,zebra,Non-Jungle Animals,Non-Jungle Animals,3
581,giraffe,Non-Jungle Animals,Non-Jungle Animals,2
581,penguin,"Arctic/Far North Animals,Birds",Birds,3
581,monkey,"Jungle Animals,Primates",Primates,4
581,cheetah,"Non-Jungle Animals,Felines",Felines,17
581,lion,"Non-Jungle Animals,Felines",Felines,4
581,tiger,"Non-Jungle Animals,Felines",Felines,9
581,bear,North American,North American,4
581,stingray,Fish,Fish,7
581,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Reptiles/Amphibians,5
581,lizard,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,3
581,gecko,"Non-Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,2
581,chipmunk,"North American,Rodent Like",North American,8
581,squirrel,"North American,Rodent Like",North American,6
581,hawk,"Birds,North American",North American,3
581,duck,"Birds,Farm Animals",Birds,32
581,goose,"Birds,Farm Animals",Birds,3
581,peacock,Birds,Birds,5
581,bat,Rodent Like,Rodent Like,4
582,cat,"Felines,Pets",Pets,1
582,dog,"Canines,Pets",Pets,2
582,fish,"Fish,Pets",Pets,1
582,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,2
582,snail,"Pets,Reptiles/Amphibians",Pets,2
582,frog,"Pets,Reptiles/Amphibians",Pets,2
582,bird,"Birds,Pets",Pets,1
582,tiger,"Non-Jungle Animals,Felines",Felines,2
582,lion,"Non-Jungle Animals,Felines",Felines,2
582,puma,"Jungle Animals,Felines,North American",Felines,1
582,panther,"Jungle Animals,Felines,North American",Felines,2
582,zebra,Non-Jungle Animals,Non-Jungle Animals,4
582,crocodile,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,3
582,alligator,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,2
582,clam,Fish,Fish,4
582,slug,Insects,Insects,2
582,possum,"Australian Animals,North American",North American,12
582,raccoon,"North American,Rodent Like",North American,3
582,chipmunk,"North American,Rodent Like",North American,4
582,squirrel,"North American,Rodent Like",North American,2
582,skunk,"North American,Rodent Like",North American,3
582,deer,North American,North American,1
582,owl,Birds,Birds,3
582,bear,North American,North American,3
582,moose,North American,North American,4
582,anteater,"Non-Jungle Animals,Rodent Like",Non-Jungle Animals,14
582,muskrat,"North American,Rodent Like",Rodent Like,6
582,warthog,Non-Jungle Animals,Non-Jungle Animals,5
582,meerkat,Non-Jungle Animals,Non-Jungle Animals,7
582,hyena,"Non-Jungle Animals,Canines",Non-Jungle Animals,5
582,buffalo,"Non-Jungle Animals,North American",Non-Jungle Animals,8
582,lemur,"Jungle Animals,Primates",Jungle Animals,8
582,sloth,Jungle Animals,Jungle Animals,4
582,panda,Jungle Animals,Jungle Animals,5
582,koala,Australian Animals,Australian Animals,2
582,hamster,"Pets,Rodent Like",Rodent Like,15
582,ferret,"Farm Animals,Pets,Rodent Like",Rodent Like,4
582,lizard,"Pets,Reptiles/Amphibians",Pets,5
582,goose,"Birds,Farm Animals",Birds,28
583,dog,"Canines,Pets",Pets,5
583,cat,"Felines,Pets",Pets,1
583,fish,"Fish,Pets",Pets,1
583,ferret,"Farm Animals,Pets,Rodent Like",Pets,3
583,bird,"Birds,Pets",Pets,1
583,gerbil,"Pets,Rodent Like",Pets,8
583,hamster,"Pets,Rodent Like",Pets,1
583,gorilla,"Jungle Animals,Primates",Primates,4
583,monkey,"Jungle Animals,Primates",Primates,2
583,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,2
583,rat,"Pets,Rodent Like",Pets,1
583,rabbit,"North American,Pets,Rodent Like",Pets,1
583,bunny,"North American,Pets",Pets,2
583,peacock,Birds,Birds,3
583,elephant,Non-Jungle Animals,Non-Jungle Animals,4
583,camel,"Non-Jungle Animals,Beasts of Burden",Non-Jungle Animals,1
583,alpaca,"Beasts of Burden,Farm Animals,Pets",Pets,2
583,giraffe,Non-Jungle Animals,Non-Jungle Animals,6
583,okapi,Non-Jungle Animals,Non-Jungle Animals,6
583,hog,Farm Animals,Farm Animals,3
583,pig,Farm Animals,Farm Animals,1
583,horse,"Beasts of Burden,Farm Animals",Farm Animals,1
583,donkey,"Beasts of Burden,Farm Animals",Farm Animals,6
583,chicken,"Birds,Farm Animals",Farm Animals,3
583,rooster,"Birds,Farm Animals",Farm Animals,4
583,gecko,"Non-Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,10
583,lizard,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,3
583,squirrel,"North American,Rodent Like",Rodent Like,2
583,chipmunk,"North American,Rodent Like",Rodent Like,6
583,mouse,"Pets,Rodent Like",Rodent Like,2
583,chinchilla,Rodent Like,Rodent Like,8
583,rhinoceros,Non-Jungle Animals,Non-Jungle Animals,23
583,goat,"Farm Animals,North American",Farm Animals,9
583,sheep,Farm Animals,Farm Animals,2
583,hen,"Birds,Farm Animals",Farm Animals,5
583,turtle,"Fish,Pets,Reptiles/Amphibians",Reptiles/Amphibians,8
583,lion,"Non-Jungle Animals,Felines",Felines,23
583,tiger,"Non-Jungle Animals,Felines",Felines,2
583,bear,North American,North American,0
583,panther,"Jungle Animals,Felines,North American",Felines,4
584,dog,"Canines,Pets",Pets,3
584,cat,"Felines,Pets",Pets,1
584,puppy,"Canines,Pets",Pets,2
584,colt,"Beasts of Burden,Farm Animals",Farm Animals,1
584,horse,"Beasts of Burden,Farm Animals",Farm Animals,4
584,kitten,"Farm Animals,Pets",Farm Animals,2
584,cub,North American,North American,1
584,bear,North American,North American,2
584,spider,Insects,Insects,7
584,tarantula,Insects,Insects,3
584,blackwidow,Insects,Insects,2
584,lizard,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,4
584,salamander,Reptiles/Amphibians,Reptiles/Amphibians,3
584,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
584,zebra,Non-Jungle Animals,Non-Jungle Animals,5
584,jaguar,"Jungle Animals,Felines",Felines,2
584,lion,"Non-Jungle Animals,Felines",Felines,4
584,dinosaur,Reptiles/Amphibians,Reptiles/Amphibians,2
584,fish,"Fish,Pets",Pets,3
584,hamster,"Pets,Rodent Like",Pets,4
584,dolphin,Fish,Fish,26
584,shark,Fish,Fish,1
584,whale,Fish,Fish,5
584,manatee,Jungle Animals,Jungle Animals,9
584,monkey,"Jungle Animals,Primates",Jungle Animals,14
584,alligator,"Jungle Animals,Reptiles/Amphibians",Jungle Animals,5
584,elephant,Non-Jungle Animals,Non-Jungle Animals,8
584,frog,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
584,goat,"Farm Animals,North American",Farm Animals,2
584,cow,Farm Animals,Farm Animals,1
584,donkey,"Beasts of Burden,Farm Animals",Farm Animals,9
584,possum,"Australian Animals,North American",North American,4
584,rhino,Non-Jungle Animals,Non-Jungle Animals,25
584,panda,Jungle Animals,Jungle Animals,6
584,gorilla,"Jungle Animals,Primates",Jungle Animals,6
585,llama,"Beasts of Burden,Farm Animals",Farm Animals,4
585,cat,"Felines,Pets",Pets,2
585,dog,"Canines,Pets",Pets,2
585,moose,North American,North American,6
585,mouse,"Pets,Rodent Like",Pets,3
585,bird,"Birds,Pets",Pets,7
585,cow,Farm Animals,Farm Animals,4
585,horse,"Beasts of Burden,Farm Animals",Farm Animals,4
585,pig,Farm Animals,Farm Animals,2
585,deer,North American,North American,2
585,squirrel,"North American,Rodent Like",North American,5
585,beaver,"North American,Rodent Like",North American,3
585,rooster,"Birds,Farm Animals",Farm Animals,6
585,goat,"Farm Animals,North American",Farm Animals,4
585,chick,Birds,Birds,4
585,hen,"Birds,Farm Animals",Farm Animals,1
585,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,13
585,bear,North American,North American,1
585,tiger,"Non-Jungle Animals,Felines",Birds,3
585,rabbit,"North American,Pets,Rodent Like",Pets,4
585,turtle,"Fish,Pets,Reptiles/Amphibians",Pets,4
585,fox,"Arctic/Far North Animals,Canines,North American",North American,10
585,sloth,Jungle Animals,Jungle Animals,8
585,manatee,Jungle Animals,Jungle Animals,7
585,whale,Fish,Fish,4
585,dolphin,Fish,Fish,4
585,gazelle,Non-Jungle Animals,Birds,8
585,koala,Australian Animals,Australian Animals,8
585,kangaroo,Australian Animals,Australian Animals,6
585,monkey,"Jungle Animals,Primates",Primates,4
585,chimpanzee,"Jungle Animals,Primates",Primates,2
585,ape,"Jungle Animals,Primates",Primates,2
585,wolf,"Arctic/Far North Animals,Canines,North American",North American,16
585,elk,North American,North American,6
585,emu,"Australian Animals,Birds",Birds,3
585,ostrich,"Non-Jungle Animals,Birds",Birds,4
585,elephant,Non-Jungle Animals,Birds,8
586,cat,"Felines,Pets",Pets,3
586,dog,"Canines,Pets",Pets,1
586,rabbit,"North American,Pets,Rodent Like",Pets,1
586,bird,"Birds,Pets",Pets,2
586,bear,North American,North American,2
586,horse,"Beasts of Burden,Farm Animals",Farm Animals,1
586,cheetah,"Non-Jungle Animals,Felines",Non-Jungle Animals,2
586,panda,Jungle Animals,Jungle Animals,3
586,polarbear,Arctic/Far North Animals,Arctic/Far North Animals,3
586,dolphin,Fish,Fish,3
586,chimpanzee,"Jungle Animals,Primates",Primates,3
586,gorilla,"Jungle Animals,Primates",Primates,3
586,bonobo,"Jungle Animals,Primates",Primates,3
586,lemur,"Jungle Animals,Primates",Primates,10
586,elephant,Non-Jungle Animals,Non-Jungle Animals,3
586,rhino,Non-Jungle Animals,Non-Jungle Animals,2
586,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,3
586,jaguar,"Jungle Animals,Felines",Jungle Animals,4
586,shark,Fish,Fish,3
586,whale,Fish,Fish,2
586,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Reptiles/Amphibians,6
586,iguana,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,3
586,frog,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
586,turtle,"Fish,Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
586,lizard,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,5
586,chicken,"Birds,Farm Animals",Farm Animals,5
586,cow,Farm Animals,Farm Animals,1
586,pig,Farm Animals,Farm Animals,3
586,tiger,"Non-Jungle Animals,Felines",Felines,1
586,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,1
586,kangaroo,Australian Animals,Australian Animals,4
586,koala,Australian Animals,Australian Animals,3
586,platypus,"Australian Animals,Rodent Like",Australian Animals,3
586,giraffe,Non-Jungle Animals,Non-Jungle Animals,4
586,zebra,Non-Jungle Animals,Non-Jungle Animals,2
586,bat,Rodent Like,Rodent Like,4
586,sloth,Jungle Animals,Jungle Animals,21
586,fish,"Fish,Pets",Fish,3
586,octopus,Fish,Fish,4
586,squid,Fish,Fish,7
586,stingray,Fish,Fish,2
586,toucan,Birds,Birds,8
586,parrot,"Birds,Pets",Birds,3
586,gazelle,Non-Jungle Animals,Non-Jungle Animals,7
586,deer,North American,North American,3
586,raccoon,"North American,Rodent Like",North American,4
586,squirrel,"North American,Rodent Like",North American,2
586,chipmunk,"North American,Rodent Like",North American,2
586,possum,"Australian Animals,North American",North American,4
586,peacock,Birds,Birds,12
587,dog,"Canines,Pets",Pets,4
587,cat,"Felines,Pets",Pets,1
587,bird,"Birds,Pets",Pets,1
587,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,1
587,walrus,Arctic/Far North Animals,Arctic/Far North Animals,4
587,otter,Rodent Like,Rodent Like,2
587,turtle,"Fish,Pets,Reptiles/Amphibians",Fish,2
587,shark,Fish,Fish,2
587,lamb,Farm Animals,Farm Animals,2
587,goose,"Birds,Farm Animals",Farm Animals,1
587,pig,Farm Animals,Farm Animals,5
587,sheep,Farm Animals,Farm Animals,3
587,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,2
587,leopard,"Jungle Animals,Felines",Jungle Animals,1
587,iguana,"Pets,Reptiles/Amphibians",Pets,4
587,hamster,"Pets,Rodent Like",Pets,8
587,giraffe,Non-Jungle Animals,Non-Jungle Animals,5
587,monkey,"Jungle Animals,Primates",Primates,3
587,baboon,"Jungle Animals,Primates",Primates,1
587,rabbit,"North American,Pets,Rodent Like",Pets,8
587,parakeet,"Birds,Pets",Pets,7
587,zebra,Non-Jungle Animals,Non-Jungle Animals,7
587,cheetah,"Non-Jungle Animals,Felines",Non-Jungle Animals,2
587,elephant,Non-Jungle Animals,Non-Jungle Animals,4
587,gazelle,Non-Jungle Animals,Non-Jungle Animals,9
587,prairiedog,"North American,Rodent Like",North American,10
587,boar,"Non-Jungle Animals,North American",North American,4
587,cow,Farm Animals,Farm Animals,5
587,moose,North American,North American,16
587,wolf,"Arctic/Far North Animals,Canines,North American",North American,3
587,owl,Birds,Birds,35
587,lizard,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,6
587,orangutan,"Jungle Animals,Primates",Primates,7
587,wolverine,"North American,Rodent Like",North American,12
588,dog,"Canines,Pets",Pets,6
588,cat,"Felines,Pets",Pets,1
588,bird,"Birds,Pets",Pets,4
588,mouse,"Pets,Rodent Like",Pets,3
588,rat,"Pets,Rodent Like",Pets,3
588,gorilla,"Jungle Animals,Primates",Primates,3
588,fish,"Fish,Pets",Fish,3
588,bear,North American,North American,2
588,giraffe,Non-Jungle Animals,Non-Jungle Animals,3
588,bee,Insects,Insects,4
588,rabbit,"North American,Pets,Rodent Like",Pets,9
588,dolphin,Fish,Fish,4
588,gerbil,"Pets,Rodent Like",Rodent Like,22
588,beaver,"North American,Rodent Like",Rodent Like,7
588,spider,Insects,Insects,5
588,monkey,"Jungle Animals,Primates",Primates,4
588,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Jungle Animals,2
588,panda,Jungle Animals,Jungle Animals,3
588,baboon,"Jungle Animals,Primates",Jungle Animals,5
588,walrus,Arctic/Far North Animals,Arctic/Far North Animals,12
588,elephant,Non-Jungle Animals,Non-Jungle Animals,3
588,zebra,Non-Jungle Animals,Non-Jungle Animals,7
588,stingray,Fish,Fish,35
589,dog,"Canines,Pets",Pets,2
589,cat,"Felines,Pets",Pets,2
589,bird,"Birds,Pets",Pets,2
589,bear,North American,North American,5
589,lion,"Non-Jungle Animals,Felines",Felines,3
589,tiger,"Non-Jungle Animals,Felines",Felines,4
589,monkey,"Jungle Animals,Primates",Primates,3
589,chipmunk,"North American,Rodent Like",North American,3
589,skunk,"North American,Rodent Like",North American,2
589,cheetah,"Non-Jungle Animals,Felines",Felines,25
589,jaguar,"Jungle Animals,Felines",Felines,5
589,raccoon,"North American,Rodent Like",Rodent Like,13
589,squirrel,"North American,Rodent Like",Rodent Like,10
589,rat,"Pets,Rodent Like",Rodent Like,15
589,mouse,"Pets,Rodent Like",Rodent Like,2
589,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,1
589,frog,"Pets,Reptiles/Amphibians",Pets,9
589,koala,Australian Animals,Australian Animals,18
589,fish,"Fish,Pets",Pets,28
589,bat,Rodent Like,Rodent Like,2
589,spider,Insects,Insects,20
589,worm,Insects,Insects,3
589,butterfly,Insects,Insects,17
590,dog,"Canines,Pets",Pets,2
590,cat,"Felines,Pets",Pets,1
590,mouse,"Pets,Rodent Like",Pets,1
590,rat,"Pets,Rodent Like",Pets,2
590,horse,"Beasts of Burden,Farm Animals",Beasts of Burden,3
590,mule,"Beasts of Burden,Farm Animals",Beasts of Burden,2
590,giraffe,Non-Jungle Animals,Non-Jungle Animals,2
590,elephant,Non-Jungle Animals,Non-Jungle Animals,3
590,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,5
590,eel,Fish,Fish,5
590,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,2
590,cow,Farm Animals,Farm Animals,5
590,pig,Farm Animals,Farm Animals,1
590,fish,"Fish,Pets",Pets,2
590,bird,"Birds,Pets",Pets,2
590,frog,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,3
590,squirrel,"North American,Rodent Like",Rodent Like,8
590,raccoon,"North American,Rodent Like",Rodent Like,2
590,ferret,"Farm Animals,Pets,Rodent Like",Rodent Like,1
590,beaver,"North American,Rodent Like",Rodent Like,2
590,deer,North American,North American,4
590,crocodile,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,12
590,alligator,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,3
590,komododragon,"Non-Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,3
590,fox,"Arctic/Far North Animals,Canines,North American",North American,4
590,mosquito,Insects,Insects,5
590,monkey,"Jungle Animals,Primates",Primates,6
590,gorilla,"Jungle Animals,Primates",Primates,2
590,orangutan,"Jungle Animals,Primates",Primates,5
590,human,Primates,Primates,8
590,bear,North American,North American,7
590,swan,Birds,Birds,5
590,shark,Fish,Fish,6
590,hummingbird,Birds,Birds,7
590,anaconda,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,5
590,turtle,"Fish,Pets,Reptiles/Amphibians",Reptiles/Amphibians,5
590,dolphin,Fish,Fish,2
590,whale,Fish,Fish,2
590,polarbear,Arctic/Far North Animals,Arctic/Far North Animals,4
590,seal,Arctic/Far North Animals,Arctic/Far North Animals,1
590,tortoise,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,3
590,mongoose,"Non-Jungle Animals,Rodent Like",Non-Jungle Animals,5
590,reptile,Reptiles/Amphibians,Reptiles/Amphibians,16
590,panda,Jungle Animals,Jungle Animals,9
591,pig,Farm Animals,Farm Animals,2
591,horse,"Beasts of Burden,Farm Animals",Farm Animals,4
591,cow,Farm Animals,Farm Animals,2
591,duck,"Birds,Farm Animals",Farm Animals,2
591,chicken,"Birds,Farm Animals",Farm Animals,1
591,sheep,Farm Animals,Farm Animals,4
591,rooster,"Birds,Farm Animals",Farm Animals,8
591,dog,"Canines,Pets",Pets,2
591,cat,"Felines,Pets",Pets,1
591,fish,"Fish,Pets",Pets,3
591,goose,"Birds,Farm Animals",Birds,6
591,bluebird,Birds,Birds,3
591,bird,"Birds,Pets",Birds,7
591,whale,Fish,Fish,8
591,dolphin,Fish,Fish,2
591,shark,Fish,Fish,4
591,elephant,Non-Jungle Animals,Non-Jungle Animals,7
591,zebra,Non-Jungle Animals,Non-Jungle Animals,1
591,cheetah,"Non-Jungle Animals,Felines",Felines,3
591,jaguar,"Jungle Animals,Felines",Felines,5
591,lion,"Non-Jungle Animals,Felines",Felines,2
591,tiger,"Non-Jungle Animals,Felines",Felines,1
591,bear,North American,Felines,1
591,monkey,"Jungle Animals,Primates",North American,5
591,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,20
591,leopard,"Jungle Animals,Felines",Felines,12
591,panther,"Jungle Animals,Felines,North American",Felines,1
591,bengaltiger,"Non-Jungle Animals,Felines",Felines,4
591,labradorretriever,"Canines,Pets",Pets,15
591,vulture,Birds,Birds,9
591,rhino,Non-Jungle Animals,Non-Jungle Animals,9
591,rat,"Pets,Rodent Like",Pets,4
591,mouse,"Pets,Rodent Like",Pets,1
591,turkey,"Birds,Farm Animals,North American",Birds,8
591,panda,Jungle Animals,Jungle Animals,8
591,hedgehog,"Rodent Like,Pets,Rodent Like",Pets,8
592,dog,"Canines,Pets",Pets,2
592,cat,"Felines,Pets",Pets,2
592,rat,"Pets,Rodent Like",Pets,2
592,sheep,Farm Animals,Farm Animals,2
592,lamb,Farm Animals,Farm Animals,2
592,bird,"Birds,Pets",Pets,1
592,guineapig,"Pets,Rodent Like",Pets,9
592,fish,"Fish,Pets",Pets,2
592,shark,Fish,Fish,3
592,whale,Fish,Fish,2
592,emu,"Australian Animals,Birds",Birds,2
592,eel,Fish,Fish,4
592,pig,Farm Animals,Farm Animals,11
592,cow,Farm Animals,Farm Animals,1
592,spider,Insects,Insects,7
592,fly,Insects,Insects,1
592,mosquito,Insects,Insects,4
592,chicken,"Birds,Farm Animals",Birds,6
592,rooster,"Birds,Farm Animals",Birds,1
592,duck,"Birds,Farm Animals",Birds,4
592,goose,"Birds,Farm Animals",Birds,3
592,camel,"Non-Jungle Animals,Beasts of Burden",Non-Jungle Animals,12
592,monkey,"Jungle Animals,Primates",Primates,4
592,chimpanzee,"Jungle Animals,Primates",Primates,3
592,ostrich,"Non-Jungle Animals,Birds",Birds,5
592,elephant,Non-Jungle Animals,Non-Jungle Animals,3
592,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
592,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
592,bear,North American,North American,2
592,deer,North American,North American,3
592,moose,North American,North American,1
592,cheetah,"Non-Jungle Animals,Felines",Non-Jungle Animals,6
592,sponge,Fish,Fish,32
592,crow,Birds,Birds,4
592,horse,"Beasts of Burden,Farm Animals",Farm Animals,7
592,bull,"Farm Animals,Felines",Farm Animals,2
592,ox,"Non-Jungle Animals,Beasts of Burden,Farm Animals",Farm Animals,2
592,lizard,"Pets,Reptiles/Amphibians",Pets,26
593,bear,North American,North American,3
593,lion,"Non-Jungle Animals,Felines",Felines,2
593,tiger,"Non-Jungle Animals,Felines",Felines,2
593,panda,Jungle Animals,Jungle Animals,4
593,polarbear,Arctic/Far North Animals,Arctic/Far North Animals,3
593,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Jungle Animals,1
593,eel,Fish,Fish,4
593,dolphin,Fish,Fish,3
593,whale,Fish,Fish,2
593,fish,"Fish,Pets",Fish,1
593,bird,"Birds,Pets",Pets,4
593,puma,"Jungle Animals,Felines,North American",Jungle Animals,6
593,dog,"Canines,Pets",Pets,3
593,elephant,Non-Jungle Animals,Non-Jungle Animals,1
593,giraffe,Non-Jungle Animals,Non-Jungle Animals,4
593,okapi,Non-Jungle Animals,Non-Jungle Animals,3
593,gorilla,"Jungle Animals,Primates",Primates,6
593,chimpanzee,"Jungle Animals,Primates",Primates,6
593,bonobo,"Jungle Animals,Primates",Primates,4
593,snowleopard,"Arctic/Far North Animals,Felines",Felines,11
593,cheetah,"Non-Jungle Animals,Felines",Felines,7
593,sloth,Jungle Animals,Jungle Animals,6
593,wolf,"Arctic/Far North Animals,Canines,North American",North American,4
593,fox,"Arctic/Far North Animals,Canines,North American",North American,3
593,possum,"Australian Animals,North American",North American,4
593,raccoon,"North American,Rodent Like",North American,4
593,squirrel,"North American,Rodent Like",North American,5
593,groundhog,"North American,Rodent Like,Rodent Like",North American,3
593,badger,"North American,Rodent Like",North American,3
593,chipmunk,"North American,Rodent Like",North American,6
593,rabbit,"North American,Pets,Rodent Like",North American,5
593,deer,North American,North American,6
